"desc","date","ipd","pop"
"25-44y_nonPCV",2016-01-01,630.236998394013,17818443
"45-64y_PCV13add",2016-01-01,111.439797176154,9095411
"45-64y_PCV7",2016-01-01,60.0060446333138,9095411
"45-64y_nonPCV",2016-01-01,382.895713374479,9095411
"5-14y_PCV13add",2016-01-01,32.5484949832776,10109334
"5-14y_PCV7",2016-01-01,40.685618729097,10109334
"5-14y_nonPCV",2016-01-01,79.3369565217391,10109334
"<2y_PCV13add",2016-01-01,31.4866450439193,2286605
"<2y_PCV7",2016-01-01,33.2359031019148,2286605
"<2y_nonPCV",2016-01-01,253.64241840935,2286605
">=65y_PCV13add",2016-01-01,47.7377926421405,3123093.16
">=65y_PCV7",2016-01-01,26.5209959123003,3123093.16
">=65y_nonPCV",2016-01-01,104.757933853586,3123093.16
"15-24y_PCV13add",2017-01-01,18.0008312551953,9555571
"15-24y_PCV7",2017-01-01,14.7279528451598,9555571
"15-24y_nonPCV",2017-01-01,111.277865941208,9555571
"2-4y_PCV13add",2017-01-01,10.3948462177889,3389640
"2-4y_PCV7",2017-01-01,13.3648022800143,3389640
"2-4y_nonPCV",2017-01-01,59.3991212445078,3389640
"25-44y_PCV13add",2017-01-01,222.842442725458,18147925
"25-44y_PCV7",2017-01-01,129.342117106385,18147925
"25-44y_nonPCV",2017-01-01,626.452181647791,18147925
"45-64y_PCV13add",2017-01-01,104.448070998973,9322198
"45-64y_PCV7",2017-01-01,74.173267810865,9322198
"45-64y_nonPCV",2017-01-01,438.984646227568,9322198
"5-14y_PCV13add",2017-01-01,21.1672945296334,10324499
"5-14y_PCV7",2017-01-01,18.8153729152297,10324499
"5-14y_nonPCV",2017-01-01,70.5576484321112,10324499
